issue,draw_time,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
20260414007,2026-04-14 13:39:00,07,01,06,02,08,09,04,10,05,03
20260414008,2026-04-14 13:44:00,10,09,01,02,03,08,06,07,05,04
20260414009,2026-04-14 13:49:00,05,01,09,02,03,08,10,04,07,06
20260414010,2026-04-14 13:54:00,09,04,05,07,06,08,01,03,10,02
20260414011,2026-04-14 13:59:00,02,01,04,05,08,10,03,06,07,09
20260414012,2026-04-14 14:04:00,02,05,01,06,10,07,03,04,09,08
20260414013,2026-04-14 14:09:00,08,02,04,07,03,01,10,09,05,06
20260414014,2026-04-14 14:14:00,01,09,08,10,06,04,03,02,05,07
20260414015,2026-04-14 14:19:00,08,06,09,01,05,02,10,04,07,03
20260414016,2026-04-14 14:24:00,01,07,03,08,02,05,10,06,09,04
20260414017,2026-04-14 14:29:00,05,03,07,09,08,04,01,02,10,06
20260414018,2026-04-14 14:34:00,05,09,06,02,04,03,07,10,01,08
20260414019,2026-04-14 14:39:00,09,01,10,08,05,02,06,04,03,07
20260414020,2026-04-14 14:44:00,06,01,05,04,09,10,02,07,08,03
20260414021,2026-04-14 14:49:00,05,01,07,06,08,03,04,10,09,02
20260414022,2026-04-14 14:54:00,06,09,03,07,05,02,08,01,10,04
20260414023,2026-04-14 14:59:00,09,02,05,04,07,10,03,08,01,06
20260414024,2026-04-14 15:04:00,06,07,10,03,08,01,02,09,05,04
20260414025,2026-04-14 15:09:00,05,07,04,08,10,06,03,09,02,01
20260414026,2026-04-14 15:14:00,03,04,02,08,06,10,09,07,01,05
20260414027,2026-04-14 15:19:00,03,02,04,01,10,08,09,05,07,06
20260414028,2026-04-14 15:24:00,06,09,07,05,01,03,04,10,02,08
20260414029,2026-04-14 15:29:00,01,05,08,07,06,10,04,03,02,09
20260414030,2026-04-14 15:34:00,07,09,02,06,03,04,08,01,10,05
20260414031,2026-04-14 15:39:00,04,06,10,05,09,02,07,03,01,08
20260414032,2026-04-14 15:44:00,10,03,09,07,05,02,04,01,06,08
20260414033,2026-04-14 15:49:00,06,10,02,03,01,07,05,08,04,09
20260414034,2026-04-14 15:54:00,10,05,04,07,03,06,01,02,08,09
20260414035,2026-04-14 15:59:00,02,07,08,09,06,01,05,10,03,04
20260414036,2026-04-14 16:04:00,09,07,02,03,04,01,10,06,08,05
20260414037,2026-04-14 16:09:00,10,08,03,02,07,05,01,06,09,04
20260414038,2026-04-14 16:14:00,05,04,07,03,06,10,08,09,02,01
20260414039,2026-04-14 16:19:00,01,04,09,06,02,07,10,03,05,08
20260414040,2026-04-14 16:24:00,09,03,02,07,06,01,08,04,05,10
20260414041,2026-04-14 16:29:00,09,06,02,08,05,01,03,07,04,10
20260414042,2026-04-14 16:34:00,05,02,06,10,01,08,04,03,07,09
20260414043,2026-04-14 16:39:00,09,07,03,05,08,06,10,04,01,02
20260414044,2026-04-14 16:44:00,03,02,04,10,01,06,08,05,07,09
20260414045,2026-04-14 16:49:00,10,05,08,04,09,03,07,01,02,06
20260414046,2026-04-14 16:54:00,05,08,01,09,03,10,04,06,02,07
20260414047,2026-04-14 16:59:00,07,02,04,09,08,01,10,06,03,05
20260414048,2026-04-14 17:04:00,06,08,10,01,04,05,03,07,09,02
20260414049,2026-04-14 17:09:00,05,07,06,03,02,01,04,10,08,09
20260414050,2026-04-14 17:14:00,05,09,07,10,01,06,02,03,08,04
20260414051,2026-04-14 17:19:00,01,07,05,10,03,02,09,06,04,08
20260414052,2026-04-14 17:24:00,08,07,09,02,06,01,05,03,04,10
20260414053,2026-04-14 17:29:00,09,07,01,04,06,10,08,03,02,05
20260414054,2026-04-14 17:34:00,02,10,05,07,03,08,01,04,06,09
20260414055,2026-04-14 17:39:00,08,04,07,05,10,09,06,02,01,03
20260414056,2026-04-14 17:44:00,07,09,01,02,08,05,03,06,10,04
20260414057,2026-04-14 17:49:00,04,01,02,05,06,09,08,07,10,03
20260414058,2026-04-14 17:54:00,09,04,05,03,08,07,10,06,02,01
20260414059,2026-04-14 17:59:00,01,06,09,05,07,10,02,08,03,04
20260414060,2026-04-14 18:04:00,07,03,02,06,04,08,10,05,09,01
20260414061,2026-04-14 18:09:00,08,07,10,05,09,01,03,04,02,06
20260414062,2026-04-14 18:14:00,03,10,04,01,08,07,06,02,09,05
20260414063,2026-04-14 18:19:00,05,10,01,02,06,03,08,09,07,04
20260414064,2026-04-14 18:24:00,07,04,02,03,01,08,09,10,06,05
20260414065,2026-04-14 18:29:00,02,04,03,09,06,05,10,07,01,08
20260414066,2026-04-14 18:34:00,06,05,01,10,03,09,08,02,04,07
20260414067,2026-04-14 18:39:00,07,03,02,04,10,09,01,05,08,06
20260414068,2026-04-14 18:44:00,07,01,10,05,02,09,06,04,03,08
20260414069,2026-04-14 18:49:00,08,10,01,03,06,07,05,02,04,09
20260414070,2026-04-14 18:54:00,07,02,04,09,01,05,10,03,06,08
20260414071,2026-04-14 18:59:00,02,04,01,10,08,03,06,05,09,07
20260414072,2026-04-14 19:04:00,09,07,06,02,03,05,04,01,10,08
20260414073,2026-04-14 19:09:00,05,09,06,08,02,10,04,01,03,07
20260414074,2026-04-14 19:14:00,03,04,02,05,06,10,09,08,07,01
20260414075,2026-04-14 19:19:00,04,06,02,07,10,05,03,01,09,08
20260414076,2026-04-14 19:24:00,04,02,05,09,10,08,03,06,07,01
20260414077,2026-04-14 19:29:00,09,08,01,06,03,05,02,07,10,04
20260414078,2026-04-14 19:34:00,04,10,06,05,09,02,07,01,03,08
20260414079,2026-04-14 19:39:00,03,02,07,01,04,06,10,09,08,05
20260414080,2026-04-14 19:44:00,01,07,06,09,05,04,08,03,10,02
20260414081,2026-04-14 19:49:00,07,09,03,10,05,06,01,02,04,08
20260414082,2026-04-14 19:54:00,07,09,08,03,04,06,01,10,02,05
20260414083,2026-04-14 19:59:00,03,10,07,05,02,01,08,04,09,06
20260414084,2026-04-14 20:04:00,03,02,06,09,04,05,08,10,07,01
20260414085,2026-04-14 20:09:00,10,03,01,08,05,09,04,06,02,07
20260414086,2026-04-14 20:14:00,03,02,01,05,10,07,04,09,06,08
20260414087,2026-04-14 20:19:00,02,10,05,01,03,09,08,07,04,06
20260414088,2026-04-14 20:24:00,05,01,04,06,07,02,09,10,03,08
20260414089,2026-04-14 20:29:00,04,03,05,02,08,01,10,07,06,09
20260414090,2026-04-14 20:34:00,06,10,08,07,02,05,01,03,09,04
20260414091,2026-04-14 20:39:00,06,05,09,04,01,08,10,03,07,02
20260414092,2026-04-14 20:44:00,05,10,03,02,04,01,09,08,07,06
20260414093,2026-04-14 20:49:00,08,05,01,03,07,04,02,06,09,10
20260414094,2026-04-14 20:54:00,07,01,06,08,03,05,09,04,02,10
20260414095,2026-04-14 20:59:00,09,02,05,06,10,08,01,07,03,04
20260414096,2026-04-14 21:04:00,09,05,07,04,01,03,06,10,08,02
20260414097,2026-04-14 21:09:00,08,06,04,05,03,02,10,01,09,07
20260414098,2026-04-14 21:14:00,06,01,08,02,07,09,10,04,05,03
20260414099,2026-04-14 21:19:00,03,09,02,07,08,04,06,01,10,05
20260414100,2026-04-14 21:24:00,01,10,02,07,08,05,06,03,04,09
20260414101,2026-04-14 21:29:00,10,03,08,05,02,07,04,09,06,01
20260414102,2026-04-14 21:34:00,01,03,07,10,05,09,06,08,04,02
20260414103,2026-04-14 21:39:00,06,08,01,04,03,09,10,07,05,02
20260414104,2026-04-14 21:44:00,03,07,09,06,02,04,08,10,05,01
20260414105,2026-04-14 21:49:00,04,02,10,07,03,09,06,01,05,08
20260414106,2026-04-14 21:54:00,09,07,10,06,05,08,02,03,04,01
20260414107,2026-04-14 21:59:00,07,04,01,10,08,05,02,09,06,03
20260414108,2026-04-14 22:04:00,09,02,05,08,07,04,01,03,10,06
20260414109,2026-04-14 22:09:00,01,07,04,09,05,02,06,10,08,03
20260414110,2026-04-14 22:14:00,09,07,04,03,05,01,06,10,02,08
20260414111,2026-04-14 22:19:00,05,01,07,04,03,08,09,06,02,10
20260414112,2026-04-14 22:24:00,01,03,07,10,09,04,02,05,06,08
20260414113,2026-04-14 22:29:00,10,03,08,05,04,06,01,07,02,09
20260414114,2026-04-14 22:34:00,03,05,10,04,09,07,06,01,02,08
20260414115,2026-04-14 22:39:00,07,09,05,02,06,01,10,03,04,08
20260414116,2026-04-14 22:44:00,04,01,02,05,07,03,10,09,06,08
20260414117,2026-04-14 22:49:00,05,01,03,08,10,02,06,07,04,09
20260414118,2026-04-14 22:54:00,05,08,06,09,03,04,10,01,07,02
20260414119,2026-04-14 22:59:00,03,05,01,07,06,02,08,10,04,09
20260414120,2026-04-14 23:04:00,10,03,02,09,08,04,05,01,07,06
20260414121,2026-04-14 23:09:00,08,02,03,09,06,04,07,01,05,10
20260414122,2026-04-14 23:14:00,10,08,06,05,04,03,07,09,02,01
20260414123,2026-04-14 23:19:00,05,09,10,06,03,08,07,02,01,04
20260414124,2026-04-14 23:24:00,03,01,06,05,10,08,04,07,02,09
20260414125,2026-04-14 23:29:00,02,06,03,01,08,10,05,07,04,09
20260414126,2026-04-14 23:34:00,04,02,09,10,03,05,06,07,01,08
20260414127,2026-04-14 23:39:00,01,02,07,04,06,08,05,09,03,10
20260414128,2026-04-14 23:44:00,10,01,07,03,04,08,02,06,09,05
20260414129,2026-04-14 23:49:00,03,01,08,09,02,05,07,10,06,04
20260414130,2026-04-14 23:54:00,10,05,09,06,01,07,03,08,02,04
20260414131,2026-04-14 23:59:00,02,09,03,01,08,10,05,06,07,04
20260414132,2026-04-15 00:04:00,01,05,10,09,07,03,02,04,08,06
20260414133,2026-04-15 00:09:00,10,06,09,07,02,01,08,05,04,03
20260414134,2026-04-15 00:14:00,07,08,04,05,01,09,02,10,03,06
20260414135,2026-04-15 00:19:00,02,09,06,01,10,05,04,08,07,03
20260414136,2026-04-15 00:24:00,08,02,06,07,10,04,03,09,01,05
20260414137,2026-04-15 00:29:00,03,02,01,06,04,05,10,09,07,08
20260414138,2026-04-15 00:34:00,06,09,03,04,05,01,07,02,10,08
20260414139,2026-04-15 00:39:00,07,09,04,02,10,05,03,08,06,01
20260414140,2026-04-15 00:44:00,03,09,02,01,08,10,05,06,04,07
20260414141,2026-04-15 00:49:00,05,02,04,09,07,01,06,03,08,10
20260414142,2026-04-15 00:54:00,06,04,08,10,03,09,01,05,07,02
20260414143,2026-04-15 00:59:00,06,02,01,03,08,07,05,10,04,09
20260414144,2026-04-15 01:04:00,06,04,10,01,09,07,05,03,08,02
20260414145,2026-04-15 01:09:00,05,06,10,08,04,03,02,07,09,01
20260414146,2026-04-15 01:14:00,03,10,07,05,09,08,06,02,01,04
20260414147,2026-04-15 01:19:00,07,03,02,01,09,04,06,10,05,08
20260414148,2026-04-15 01:24:00,06,03,02,01,09,10,08,07,04,05
20260414149,2026-04-15 01:29:00,07,06,08,09,10,05,03,01,02,04
20260414150,2026-04-15 01:34:00,02,05,04,08,09,06,03,07,10,01
20260414151,2026-04-15 01:39:00,08,02,07,10,04,09,05,06,03,01
20260414152,2026-04-15 01:44:00,04,07,06,02,05,10,09,08,01,03
20260414153,2026-04-15 01:49:00,03,06,01,07,09,08,02,04,05,10
20260414154,2026-04-15 01:54:00,10,05,09,04,01,07,02,06,03,08
20260414155,2026-04-15 01:59:00,09,07,05,02,03,10,06,01,04,08
20260414156,2026-04-15 02:04:00,05,02,04,08,03,07,10,06,01,09
20260414157,2026-04-15 02:09:00,07,09,08,01,04,10,06,03,02,05
20260414158,2026-04-15 02:14:00,01,08,10,06,03,04,05,07,09,02
20260414159,2026-04-15 02:19:00,04,02,08,07,05,10,01,09,03,06
20260414160,2026-04-15 02:24:00,04,01,06,03,07,10,05,09,08,02
20260414161,2026-04-15 02:29:00,09,07,05,02,03,04,10,08,01,06
20260414162,2026-04-15 02:34:00,05,07,06,02,04,03,09,08,10,01
20260414163,2026-04-15 02:39:00,04,06,08,10,03,02,01,09,07,05
20260414164,2026-04-15 02:44:00,05,02,10,03,09,07,06,01,04,08
20260414165,2026-04-15 02:49:00,02,09,04,01,03,10,06,08,07,05
20260414166,2026-04-15 02:54:00,03,02,01,10,07,09,06,04,05,08
20260414167,2026-04-15 02:59:00,08,10,03,02,04,07,05,01,06,09
20260414168,2026-04-15 03:04:00,04,09,08,03,02,06,01,10,05,07
20260414169,2026-04-15 03:09:00,02,08,09,03,06,07,01,04,10,05
20260414170,2026-04-15 03:14:00,04,08,09,03,02,07,10,01,06,05
20260414171,2026-04-15 03:19:00,05,04,01,02,03,07,09,08,06,10
20260414172,2026-04-15 03:24:00,06,05,10,01,02,03,08,07,04,09
20260414173,2026-04-15 03:29:00,06,02,03,08,10,01,04,07,05,09
20260414174,2026-04-15 03:34:00,01,09,05,06,02,10,04,07,08,03
20260414175,2026-04-15 03:39:00,04,07,08,05,01,02,06,03,09,10
20260414176,2026-04-15 03:44:00,02,08,06,09,05,03,07,10,01,04
20260414177,2026-04-15 03:49:00,09,05,03,01,10,08,04,02,07,06
20260414178,2026-04-15 03:54:00,06,01,07,09,02,04,10,05,08,03
20260414179,2026-04-15 03:59:00,01,09,06,10,05,07,08,03,04,02
20260414180,2026-04-15 04:04:00,06,08,01,10,03,05,07,04,09,02
20260415001,2026-04-15 13:09:00,07,03,06,04,08,09,10,01,05,02
20260415002,2026-04-15 13:14:00,09,01,05,03,10,02,08,07,06,04
20260415003,2026-04-15 13:19:00,06,09,10,08,03,02,04,01,05,07
20260415004,2026-04-15 13:24:00,07,03,10,05,06,09,08,04,02,01
20260415005,2026-04-15 13:29:00,05,07,06,08,03,04,02,10,01,09
20260415006,2026-04-15 13:34:00,03,04,05,02,07,08,01,09,06,10
20260415007,2026-04-15 13:39:00,08,05,06,10,02,01,09,03,04,07
20260415008,2026-04-15 13:44:00,05,02,07,06,09,08,04,01,03,10
20260415009,2026-04-15 13:49:00,04,07,05,10,02,06,01,03,09,08
20260415010,2026-04-15 13:54:00,02,05,03,10,01,06,04,09,07,08
20260415011,2026-04-15 13:59:00,09,04,08,10,02,07,03,05,01,06
20260415012,2026-04-15 14:04:00,04,10,02,06,05,03,07,08,01,09
20260415013,2026-04-15 14:09:00,08,01,05,03,04,07,02,09,06,10
20260415014,2026-04-15 14:14:00,02,03,05,08,06,09,01,04,10,07
20260415015,2026-04-15 14:19:00,05,01,08,03,09,06,10,02,07,04
20260415016,2026-04-15 14:24:00,10,04,08,06,02,03,07,09,05,01
20260415017,2026-04-15 14:29:00,04,08,06,02,03,05,07,01,09,10
20260415018,2026-04-15 14:34:00,04,06,05,01,07,02,08,09,10,03
20260415019,2026-04-15 14:39:00,01,09,04,10,08,02,06,05,03,07
20260415020,2026-04-15 14:44:00,09,02,06,04,03,01,07,10,05,08
20260415021,2026-04-15 14:49:00,09,07,10,02,08,04,06,01,05,03
20260415022,2026-04-15 14:54:00,07,01,10,09,02,04,05,03,06,08
20260415023,2026-04-15 14:59:00,10,08,07,03,04,05,09,02,06,01
20260415024,2026-04-15 15:04:00,09,10,02,01,05,08,03,04,06,07
20260415025,2026-04-15 15:09:00,01,10,06,04,03,09,08,07,02,05
20260415026,2026-04-15 15:14:00,10,08,06,04,07,09,05,02,01,03
20260415027,2026-04-15 15:19:00,09,08,05,06,03,10,01,02,04,07
20260415028,2026-04-15 15:24:00,01,05,09,02,07,10,03,04,06,08
20260415029,2026-04-15 15:29:00,05,09,06,07,08,02,03,10,01,04
20260415030,2026-04-15 15:34:00,10,01,03,02,07,04,06,05,08,09
20260415031,2026-04-15 15:39:00,02,09,03,10,01,04,05,06,07,08
20260415032,2026-04-15 15:44:00,05,01,08,04,06,07,09,10,02,03
20260415033,2026-04-15 15:49:00,05,02,04,03,01,07,10,09,06,08
20260415034,2026-04-15 15:54:00,08,07,09,05,10,04,06,01,02,03
20260415035,2026-04-15 15:59:00,09,01,05,06,07,04,03,02,08,10
20260415036,2026-04-15 16:04:00,04,02,06,03,10,08,09,05,01,07
20260415037,2026-04-15 16:09:00,02,08,05,07,01,06,03,04,10,09
20260415038,2026-04-15 16:14:00,10,08,03,09,06,02,05,07,01,04
20260415039,2026-04-15 16:19:00,06,01,07,02,10,09,04,03,08,05
20260415040,2026-04-15 16:24:00,06,07,08,01,03,09,02,10,04,05
20260415041,2026-04-15 16:29:00,08,07,04,10,06,09,02,01,03,05
20260415042,2026-04-15 16:34:00,09,06,08,03,02,04,10,05,01,07
20260415043,2026-04-15 16:39:00,09,04,08,07,10,05,02,01,06,03
20260415044,2026-04-15 16:44:00,03,08,07,09,01,02,05,10,06,04
20260415045,2026-04-15 16:49:00,02,07,08,01,03,06,10,04,09,05
20260415046,2026-04-15 16:54:00,05,01,09,02,03,04,06,10,07,08
20260415047,2026-04-15 16:59:00,05,06,04,10,07,01,03,09,08,02
20260415048,2026-04-15 17:04:00,02,05,06,07,08,03,01,09,04,10
20260415049,2026-04-15 17:09:00,01,07,02,06,05,10,03,08,09,04
20260415050,2026-04-15 17:14:00,04,09,06,03,07,05,02,10,08,01
20260415051,2026-04-15 17:19:00,09,04,06,02,05,03,07,01,08,10
20260415052,2026-04-15 17:24:00,07,01,10,06,04,05,03,09,02,08
20260415053,2026-04-15 17:29:00,04,09,01,03,07,08,06,10,05,02
20260415054,2026-04-15 17:34:00,07,08,04,01,05,03,06,09,02,10
20260415055,2026-04-15 17:39:00,01,06,10,09,04,05,08,07,02,03
20260415056,2026-04-15 17:44:00,01,05,08,02,07,06,03,09,10,04
20260415057,2026-04-15 17:49:00,08,10,02,09,03,04,07,01,05,06
20260415058,2026-04-15 17:54:00,10,02,03,06,04,01,07,05,08,09
20260415059,2026-04-15 17:59:00,03,09,07,10,06,02,05,01,08,04
20260415060,2026-04-15 18:04:00,02,03,08,01,10,04,05,07,06,09
20260415061,2026-04-15 18:09:00,04,08,06,05,03,02,07,09,01,10
20260415062,2026-04-15 18:14:00,01,05,06,04,08,03,10,02,07,09
20260415063,2026-04-15 18:19:00,03,06,05,07,01,02,08,09,10,04
20260415064,2026-04-15 18:24:00,02,04,07,01,05,06,08,09,03,10
20260415065,2026-04-15 18:29:00,06,07,08,05,10,02,09,01,03,04
20260415066,2026-04-15 18:34:00,05,09,03,02,08,04,07,10,01,06
20260415067,2026-04-15 18:39:00,05,08,07,09,04,03,01,10,06,02
20260415068,2026-04-15 18:44:00,02,07,09,06,10,08,05,01,03,04
20260415069,2026-04-15 18:49:00,10,02,04,08,07,01,06,03,09,05
20260415070,2026-04-15 18:54:00,05,03,07,10,02,09,08,06,04,01
20260415071,2026-04-15 18:59:00,09,06,04,03,08,02,05,01,07,10
20260415072,2026-04-15 19:04:00,02,09,07,08,10,04,01,06,05,03
20260415073,2026-04-15 19:09:00,07,01,03,02,06,05,04,08,10,09
20260415074,2026-04-15 19:14:00,07,08,04,01,02,03,05,06,09,10
20260415075,2026-04-15 19:19:00,09,04,10,01,02,06,05,03,08,07
20260415076,2026-04-15 19:24:00,08,03,05,06,02,01,07,10,09,04
20260415077,2026-04-15 19:29:00,03,07,05,10,08,02,06,09,04,01
20260415078,2026-04-15 19:34:00,03,02,01,08,10,06,04,07,09,05
20260415079,2026-04-15 19:39:00,09,01,02,08,04,10,07,03,05,06
20260415080,2026-04-15 19:44:00,04,08,07,05,02,06,10,09,03,01
20260415081,2026-04-15 19:49:00,07,05,09,03,01,04,08,02,06,10
20260415082,2026-04-15 19:54:00,07,08,09,04,02,05,01,03,06,10
20260415083,2026-04-15 19:59:00,04,08,02,10,09,01,05,06,03,07
20260415084,2026-04-15 20:04:00,01,03,09,06,05,10,08,04,02,07
20260415085,2026-04-15 20:09:00,06,07,02,08,05,09,04,03,10,01
20260415086,2026-04-15 20:14:00,05,07,01,02,06,10,08,04,09,03
20260415087,2026-04-15 20:19:00,02,06,05,07,08,03,10,01,09,04
20260415088,2026-04-15 20:24:00,03,07,06,05,02,08,01,04,10,09
20260415089,2026-04-15 20:29:00,08,03,05,06,07,02,01,09,04,10
20260415090,2026-04-15 20:34:00,04,01,09,06,08,10,03,07,02,05
20260415091,2026-04-15 20:39:00,06,08,07,03,02,05,04,09,01,10
20260415092,2026-04-15 20:44:00,02,03,05,06,09,04,07,08,10,01
20260415093,2026-04-15 20:49:00,06,01,08,07,05,03,02,04,10,09
20260415094,2026-04-15 20:54:00,03,04,10,09,02,06,05,07,01,08
20260415095,2026-04-15 20:59:00,05,08,02,09,10,07,03,01,06,04
20260415096,2026-04-15 21:04:00,03,05,07,01,08,04,10,06,02,09
20260415097,2026-04-15 21:09:00,09,06,04,08,07,05,03,10,02,01
20260415098,2026-04-15 21:14:00,05,09,07,01,06,08,04,02,10,03
20260415099,2026-04-15 21:19:00,08,05,01,10,02,03,07,09,04,06
20260415100,2026-04-15 21:24:00,06,03,07,02,04,05,01,10,09,08
20260415101,2026-04-15 21:29:00,08,05,02,09,01,07,06,04,03,10
20260415102,2026-04-15 21:34:00,10,04,03,02,01,06,09,05,08,07
20260415103,2026-04-15 21:39:00,05,02,06,01,04,09,03,07,08,10
20260415104,2026-04-15 21:44:00,07,08,06,04,02,05,10,03,01,09
20260415105,2026-04-15 21:49:00,06,01,07,09,03,05,08,02,10,04
20260415106,2026-04-15 21:54:00,05,10,09,04,01,03,08,06,07,02
20260415107,2026-04-15 21:59:00,05,07,09,06,04,08,01,02,03,10
20260415108,2026-04-15 22:04:00,07,09,08,04,02,06,10,03,05,01
20260415109,2026-04-15 22:09:00,10,05,02,01,04,07,08,09,06,03
20260415110,2026-04-15 22:14:00,03,01,08,04,07,10,02,09,05,06
20260415111,2026-04-15 22:19:00,03,06,05,01,02,04,08,09,10,07
20260415112,2026-04-15 22:24:00,06,05,03,02,07,01,10,04,09,08
20260415113,2026-04-15 22:29:00,08,01,07,06,04,03,09,02,05,10
20260415114,2026-04-15 22:34:00,04,01,02,05,09,03,08,10,07,06
20260415115,2026-04-15 22:39:00,08,02,04,09,05,01,10,07,03,06
20260415116,2026-04-15 22:44:00,09,02,05,04,01,10,07,08,03,06
20260415117,2026-04-15 22:49:00,04,06,05,01,10,02,08,09,07,03
20260415118,2026-04-15 22:54:00,05,06,08,09,04,10,03,02,01,07
20260415119,2026-04-15 22:59:00,08,02,07,10,01,04,05,03,09,06
20260415120,2026-04-15 23:04:00,06,03,07,04,09,10,02,05,01,08
20260415121,2026-04-15 23:09:00,05,04,02,10,03,01,08,06,07,09
20260415122,2026-04-15 23:14:00,02,06,09,05,01,08,04,10,07,03
20260415123,2026-04-15 23:19:00,08,04,06,07,02,01,05,10,03,09
20260415124,2026-04-15 23:24:00,05,04,09,03,06,07,10,02,08,01
20260415125,2026-04-15 23:29:00,04,05,08,10,03,07,02,06,09,01
20260415126,2026-04-15 23:34:00,07,09,02,06,08,04,10,01,05,03
20260415127,2026-04-15 23:39:00,08,02,07,01,10,09,03,06,04,05
20260415128,2026-04-15 23:44:00,04,02,05,09,01,06,10,03,07,08
20260415129,2026-04-15 23:49:00,03,08,01,07,06,04,09,02,05,10
20260415130,2026-04-15 23:54:00,09,04,06,01,05,10,07,03,02,08
20260415131,2026-04-15 23:59:00,07,10,05,09,01,08,04,03,02,06
20260415132,2026-04-16 00:04:00,06,04,01,03,07,09,05,10,02,08
20260415133,2026-04-16 00:09:00,09,02,10,08,04,03,01,06,07,05
20260415134,2026-04-16 00:14:00,02,04,03,07,05,09,06,01,10,08
20260415135,2026-04-16 00:19:00,07,02,06,04,03,10,08,05,01,09
20260415136,2026-04-16 00:24:00,01,08,04,07,03,05,09,10,02,06
20260415137,2026-04-16 00:29:00,09,01,05,02,08,06,10,04,03,07
20260415138,2026-04-16 00:34:00,08,05,07,10,09,01,04,02,03,06
20260415139,2026-04-16 00:39:00,06,04,07,10,09,05,03,08,01,02
20260415140,2026-04-16 00:44:00,02,04,08,07,06,09,03,10,01,05
20260415141,2026-04-16 00:49:00,04,10,03,02,01,08,07,05,06,09
20260415142,2026-04-16 00:54:00,04,10,02,07,08,01,03,09,06,05
20260415143,2026-04-16 00:59:00,10,06,02,05,07,03,01,09,08,04
20260415144,2026-04-16 01:04:00,01,04,03,08,09,10,05,02,06,07
20260415145,2026-04-16 01:09:00,03,04,10,01,05,08,07,09,02,06
20260415146,2026-04-16 01:14:00,06,05,10,03,02,04,01,08,09,07
20260415147,2026-04-16 01:19:00,08,03,07,05,01,04,10,09,02,06
20260415148,2026-04-16 01:24:00,05,06,10,01,02,09,08,07,03,04
20260415149,2026-04-16 01:29:00,10,06,02,05,07,01,09,03,08,04
20260415150,2026-04-16 01:34:00,08,03,09,06,07,01,05,04,10,02
20260415151,2026-04-16 01:39:00,09,08,03,01,05,10,02,07,04,06
20260415152,2026-04-16 01:44:00,10,06,05,01,07,02,04,09,03,08
20260415153,2026-04-16 01:49:00,01,03,09,07,02,06,10,04,05,08
20260415154,2026-04-16 01:54:00,08,07,02,06,09,10,01,03,04,05
20260415155,2026-04-16 01:59:00,02,07,03,08,04,05,06,10,01,09
20260415156,2026-04-16 02:04:00,04,06,08,07,05,09,01,02,10,03
20260415157,2026-04-16 02:09:00,01,05,02,10,06,03,04,08,07,09
20260415158,2026-04-16 02:14:00,07,09,04,03,08,06,01,05,02,10
20260415159,2026-04-16 02:19:00,02,05,03,09,10,01,07,04,08,06
20260415160,2026-04-16 02:24:00,01,02,06,05,03,04,10,08,09,07
20260415161,2026-04-16 02:29:00,01,06,05,03,04,09,10,07,02,08
20260415162,2026-04-16 02:34:00,07,03,09,08,04,06,10,01,02,05
20260415163,2026-04-16 02:39:00,05,03,01,04,10,02,08,09,06,07
20260415164,2026-04-16 02:44:00,02,01,03,07,05,04,06,10,09,08
20260415165,2026-04-16 02:49:00,05,01,04,02,08,10,06,03,09,07
20260415166,2026-04-16 02:54:00,02,06,04,01,08,09,07,05,10,03
20260415167,2026-04-16 02:59:00,09,01,03,06,04,05,07,02,08,10
20260415168,2026-04-16 03:04:00,05,06,07,08,02,10,04,09,01,03
20260415169,2026-04-16 03:09:00,04,07,08,09,02,01,03,10,05,06
20260415170,2026-04-16 03:14:00,10,03,06,08,05,07,02,09,04,01
20260415171,2026-04-16 03:19:00,03,10,04,07,01,06,02,08,09,05
20260415172,2026-04-16 03:24:00,06,09,10,07,03,01,02,08,04,05
20260415173,2026-04-16 03:29:00,02,04,10,07,09,08,03,05,06,01
20260415174,2026-04-16 03:34:00,04,10,07,05,03,06,08,02,09,01
